master_metadata_album_artist_name,master_metadata_track_name
Trippie Redd,Bust Down Deux (feat. Youv Dee)
BabyTron,Ex
GoldLink,Summatime (feat. Wale & Radiant Children)
Sexyy Red,Shake Yo Dreads
GloRilla,Yeah Glo!
KAYTRAMINÉ,STFU3
j-hope,on the street (with J. Cole)
Travis Scott,goosebumps
Ralph Castelli,Morning Sex
Steve Lacy,Dark Red
MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM)
hbkaddict,Rental
Young Thug,Uncle M
Ski Mask The Slump God,Shibuya
Flo Milli,Never Lose Me (feat. SZA & Cardi B)
Pitbull,Fireball (feat. John Ryan)
SwayUOE,Geeked Up
iann dior,crack another seal
rareist,Watch This
Metro Boomin,Lock On Me (with Travis Scott & Future)
Mike Gip,DANCE 4 U
Jorja Smith,GO GO GO (Feat. Josman)
Future,Ice Attack
Future,Type Shit
Sexyy Red,Get It Sexyy
Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee)
Future,Claustrophobic
Lil Snvrk,#2CERTIFIED
Future,Runnin Outta Time
SEVENTEEN,THANKS
NewJeans,Get Up
LE SSERAFIM,EASY (English ver.)
Jungle,You Ain't No Celebrity
Jungle,Coming Back
Gunna,Car Sick (feat. NAV & Metro Boomin)
Gunna,Oh Okay (feat. Young Thug & Lil Baby)
Jungle,Good At Breaking Hearts
Jungle,Pretty Little Thing
Madoniz,Dip
Trippie Redd,No Honorable Mention (feat. Quavo)
Future,Everyday Hustle
Don Toliver,Time Heals All
Lil Uzi Vert,UnFazed (feat. The Weeknd)
Barry Can't Swim,El Layali
Esbe,Darling
berlioz,hot house
KAYTRANADA,Stuntin
Drake,Jumbotron Shit Poppin
Don Toliver,Leather Coat
Young Nudy,Fish & Chips
Chance the Rapper,Cocoa Butter Kisses
kayhos,Confide
Camila Cabello,I LUV IT (feat. Playboi Carti)
iann dior,Searching (feat. phem)
Travis Scott,K-POP
Tems,These Days
DJ Taj,All Mine (Jersey Club)
The Internet,Hold On
Khamari,These Four Walls
Kendrick Lamar,Poetic Justice
KAYTRAMINÉ,EYE
Cochise,Hollow
Concrete Boys,WHERE YO DADDY? (feat. KARRAHBOOO)
Concrete Boys,"DIALED IN (feat. Draft Day, Camo!)"
Concrete Boys,"PLAYA WALKIN (feat. Lil Yachty, Dc2trill)"
Concrete Boys,LA REID (feat. Lil Yachty)
Yagi B,EOS
Miyuze,No More Excuses - Drill
Future,Slimed In
¥$,VULTURES
Homixide Gang,55 Lifestyle
Car Seat Headrest,Drunk Drivers/Killer Whales
Jung Kook,Seven (feat. Latto)
Aminé,Blinds
Dave,Mercury
Young Nudy,At The Traphouse
French 79,Lovin' Feeling
Saintt,Wdym
PARTYNEXTDOOR,L o s e M y M i n d
Concrete Boys,"NOT DA 2 (feat. Lil Yachty, KARRAHBOOO)"
Concrete Boys,"2 HANDS 2 EYES 10 WHIPS/RENT DUE (feat. Lil Yachty, Camo!, Draft Day, KARRAHBOOO, Dc2trill)"
Destin Laurel,bussin' (Brock's Method) - Stick Em 2k20 Remix
Fireboy DML,Like I Do
Concrete Boys,M.O.B. (feat. Lil Yachty)
Metronomy,The Look
Chief Keef,DAMN SHORTY (feat. Sexyy Red)
Bad Bunny,Ojitos Lindos
SwayUOE,Slide
Lil Uzi Vert,Amped
Cochise,JACKPOT
berlioz,nyc in 1940
Cortisa Star,Fun
Tommy Richman,MILLION DOLLAR BABY
PARTYNEXTDOOR,C o n t r o l
Gunna,prada dem (feat. Offset)
iann dior,Darkside (feat. Travis Barker)
Fabolous,Young'n
Lil Uzi Vert,Pluto to Mars
Ghostluvme,Fact (feat. Lil Uzi Vert)
R. Kelly,Step In the Name of Love
Gunna,whatsapp (wassam)
Destroy Lonely,<3MYGNG
Destroy Lonely,VTMNTSCOAT
Destroy Lonely,SOARIN
Destroy Lonely,LNLY
Destroy Lonely,ONTHETABLE
Fred again..,Marea (we’ve lost dancing)
Stardust,Music Sounds Better With You - Radio Edit
Kendrick Lamar,Not Like Us
Lil Tecca,SHOW ME UP
Lil Tecca,Number 2
Lil Tecca,Never Last
BabyTron,Jesus Shuttlesworth
Trouble,Bring It Back (with Mike WiLL Made-It feat. Drake)
Drake,Thank Me Now
Young Stoner Life,I Like (feat. Karlae & Coi Leray)
Young Stoner Life,WokStar (feat. Strick & Skepta)
Young Stoner Life,Superstar (feat. Future)
Young Stoner Life,"Really Be Slime (feat. YNW Melly, Bslime & FN DaDealer)"
Young Stoner Life,Trance (feat. Karlae & Yung Bleu)
Young Stoner Life,Moon Man (feat. Strick & Kid Cudi)
Young Stoner Life,Como Te Llama (feat. HiDoraah)
Young Stoner Life,Reckless (feat. Dolly White)
Young Stoner Life,My City Remix (feat. YTB Trench)
Don Toliver,Diva
Don Toliver,Around
Young Stoner Life,Mil in Vegas (feat. NAV)
Young Stoner Life,Yessirskii (feat. MEGO)
Young Stoner Life,Mack Truck (feat. Jim Jones)
Young Stoner Life,"Mob Ties Remix (feat. Unfoonk, 24Heavy, Future & YTB Trench)"
Julio Foolio,Av6
Lil Yachty,Don’t Even Bother (feat. Veeze & Baby Smoove) - 1
Childish Gambino,I. The Worst Guys
J. Cole,Immortal
SSGKobe,listen before you indulge
SSGKobe,why are you scared?
SSGKobe,Calabasas - Bonus
Giveon,Take Time (Interlude)
Giveon,When It's All Said And Done
Cordae,Have Mercy
Cordae,Sweet Lawd - Skit
Cordae,Grandma's House - Skit
Cordae,Nightmares Are Real (feat. Pusha T)
Cordae,We Gon Make It (feat. Meek Mill)
Cordae,The Parables
DJ Khaled,THANKFUL (feat. Lil Wayne & Jeremih)
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)
DJ Khaled,BIG PAPER (feat. Cardi B)
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)"
DJ Khaled,LET IT GO (feat. Justin Bieber & 21 Savage)
DJ Khaled,"THIS IS MY YEAR (feat. A Boogie Wit Da Hoodie, Big Sean, Rick Ross & Puff Daddy)"
DJ Khaled,JUST BE (feat. Justin Timberlake)
DJ Khaled,"I CAN HAVE IT ALL (feat. Bryson Tiller, H.E.R. & Meek Mill)"
Brent Faiyaz,Home
Brent Faiyaz,Gang Over Luv
Brent Faiyaz,Burn One (Interlude)
Brent Faiyaz,Missin Out
Brent Faiyaz,Stay Down
Gunna,Paid
Gunna,Invest
Gunna,Don't Give Up
Gunna,Dodge the Hate
21 Savage,Skrrt Skrrt
21 Savage,Savage Mode
21 Savage,Real Nigga
21 Savage,Mad High
21 Savage,Feel It
21 Savage,Ocean Drive
Moneybagg Yo,Memphganistan (with Kaash Paige)
Moneybagg Yo,Just Say Det
Moneybagg Yo,GO! (with BIG30)
Moneybagg Yo,Shottas (Lala)
Moneybagg Yo,Hard For The Next (with Future)
Moneybagg Yo,I Believe U (feat. TripStar)
NLE Choppa,Final Warning
NLE Choppa,Shotta Flow
Gianni,De La Hoya
Lil Baby,Voice of the Heroes
Lil Baby,Still Hood
Lil Baby,Man of my Word
theRackz Zity,skeleton wlr
Pap Chanel,Gucci Bucket Hat
Vibotine,Confide
Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert)
The Kid LAROI,SO DONE
iann dior,Shameless
Jack Gilinsky,Lose Somebody
iann dior,Sickness
DeJ Loaf,Simply (feat. Lil Uzi Vert)
Internet Money,Lemonade - Remix
Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix
iann dior,crash my whip
Playboi Carti,Broke Boi
XXXTENTACION,Off the Wall!
Ski Mask The Slump God,DAPPER DAN
Keith Ape,Achoo
Higher Brothers,Flo Rida
XXXTENTACION,4Peat
Ski Mask The Slump God,He Diddy!
Yung Gravy,Always Saucy (with Ski Mask The Slump God & TrippythaKid)
Ski Mask The Slump God,Cat Piss (feat. Lil Yachty)
LSD,Dropped Out
CAXV,The Light
xarettis,Rental
Playboi Carti,Flex
Pure WRLD,Cake
TOKYO’S REVENGE,HELL BENT (with The Kid LAROI)
Nether.,Got My Bandz Up
rareslit,fashion nova carti !*
Trippie Redd,Moonlight
Trippie Redd,Love Scars 4
Trippie Redd,So Stressed (feat. Yung LB)
Trippie Redd,Excitement (feat. PARTYNEXTDOOR)
Trippie Redd,Mood (feat. Chris Brown)
Trippie Redd,Pegasus
Trippie Redd,V-12
Trippie Redd,Spaceships (feat. Young Thug)
King Von,Crazy Story
Trippie Redd,Too Fly
Trippie Redd,Red Beam (feat. Sean Kingston)
Trippie Redd,Oomps Revenge Pt.2
Trippie Redd,Take One
Trippie Redd,Don
Deep Blue Something,Breakfast At Tiffany's
Trippie Redd,Hell Rain (feat. Lil Wayne and HoodyBaby)
Trippie Redd,TR666 (feat. Swae Lee)
James Arthur,Back from the Edge
James Arthur,Say You Won't Let Go
James Arthur,Train Wreck
James Arthur,Safe Inside
YoungGeneration,Tank
rareslit,vlone jacket carti !*
Khlaw,Rentals!
The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money)
The Kid LAROI,ALWAYS DO
The Kid LAROI,FEEL SOMETHING (feat. Marshmello)
The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)"
The Kid LAROI,WITHOUT YOU
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior"
iann dior,pouring
$NOT,Like Me (feat. iann dior)
KYLE,"Forget (feat. Trippie Redd, iann dior & The Drums)"
jxdn,Tonight (feat. iann dior)
iann dior,Psycho
NAV,Nasty
NAV,Vetement Socks
NAV,Make It Right Back
NAV,Trains (with Lil Keed)
NAV,Droppin Tears
NAV,Modest
NAV,Turn & Twist
NAV,Breaking News Outro
iann dior,Runaway Kid
Koma Tsuyi,The Light
Jordan Terrell Carter,Back Up
Abyss Vibes,Confide
Jvuitton,Mad
Antonio Zero,Slow Down
Lil Wunna Vert,Rental
Nether.,Sticky
Billie Eilish,Therefore I Am
Future,Drankin N Smokin
Future,Rockstar Chainz
Future,Off Dat
Lil Nas X,HOLIDAY
Silent VVS,Neon
Nebu Kiniza,Can't Deny (feat. Lil Tecca)
Future,Bust a Move
Lil Supreme Oreo,CANCUN
Dxstxny,Smoke
Lil Kex,White Sky
Kanye West,Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix
iann dior,WYA
iann dior,Sick and Tired
iann dior,cutthroat
iann dior,Urself
iann dior,Needed
Lil Yachty,Lil Diamond Boy
Lil Yachty,Certified
Lil Yachty,Just How I'm Feelin' (feat. Lil Baby)
Lil Yachty,In My Stussy's (feat. Vince Staples)
Lil Yachty,Asshole (feat. Oliver Tree)
Doe Boy,Intro
Doe Boy,7 Days A Week
Doe Boy,If You Ask Me
cashin,Cash Shit (Remix)
Lil Supreme Oreo,Place
confidence,srt!
Juice WRLD,Real Shit (with benny blanco)
DJ Scheme,Homesick
DJ Scheme,Trust Nobody (2 My Brothers)
DJ Scheme,Bussin' Out (feat. Lil Mosey & Ty Dolla $ign)
DJ Scheme,Splurgin (feat. Shakewell)
DJ Scheme,Falling 4 U (feat. TheHxliday)
DJ Scheme,It's Alright (feat. Tes X)
DJ Scheme,Blue Bills (feat. $NOT & Fenix Flexin)
DJ Scheme,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask the Slump God)
DJ Scheme,Zebra (feat. Jackboy & Danny Towers)
DJ Scheme,3 Sum (feat. Robb Bank$)
DJ Scheme,Top Of The Mountain (feat. Lil Keed)
DJ Scheme,Piece of My Heart
DeeWop,Savage Freestyle
DeeWop,Get It Quick
DeeWop,Know Me
Kid Cudi,Beautiful Trip
Kid Cudi,"Solo Dolo, Pt. III"
Kid Cudi,Sad People
Lil Revenge,Wlr Intro (Remix)
878SMOKEY,Neon (Remix)
Playboi Carti,Go2DaMoon (feat. Kanye West)
Playboi Carti,Teen X (feat. Future)
Playboi Carti,Meh
Playboi Carti,On That Time
Playboi Carti,King Vamp
Popp Hunna,Take Off - Remix
friz.Leaks,Carti*! Rip Yams
HOKAGEWRLD,Rental
Febtekkers,Starstruck
Billie Eilish,Lo Vas A Olvidar (with ROSALÍA)
Squish,The Light
Evil Twin,Fleur-De-Lis
Squish,Your Loss
Jordan Carter,Want To
PARTYNEXTDOOR,PERSIAN RUGS
PARTYNEXTDOOR,WEST DISTRICT
PARTYNEXTDOOR,CANDY (feat. Nipsey Hussle)
PARTYNEXTDOOR,CUFFED UP (feat. Quavo)
PARTYNEXTDOOR,DON'T DO IT FOR YOU NO MORE
PARTYNEXTDOOR,BUZZIN' (feat. Lil Yachty & Murda Beatz)
Ty Dolla $ign,Temptations (feat. Kid Cudi)
Summer Walker,White Tee (with NO1-NOAH)
Lil Yachty,BOOM!
Lil Yachty,OOPS
Lil Yachty,TALK TO ME NICE
Lil Yachty,GET MONEY BROS.
Lil Yachty,BABY DADDY
Doja Cat,Streets
SAINt JHN,"High School Reunion, Prom (feat. Lil Uzi Vert)"
Drake,Jaded
Jordan Ward,FLIGHTS
Lil Wayne,Can't Hold Me Down
Tory Lanez,‘87 Stingray
Mac Miller,Ayye
Cash Cobain,all i wanna hear
21 Savage,out for the night
Playboi Carti,Lame Niggaz
Gunna,bread & butter
Juice WRLD,Rich And Blind
Central Cee,BAND4BAND (feat. Lil Baby)
Concrete Boys,"DIE FOR MINE (feat. Lil Yachty, Camo!, KARRAHBOOO, Dc2trill, Draft Day)"
Concrete Boys,"ON THE RADAR CONCRETE CYPHER (feat. Lil Yachty, Camo!, KARRAHBOOO, Dc2trill, Draft Day)"
Lil Baby,Sum More
Yeat,Sorry Bout That
A$AP Mob,Coziest (feat. A$AP Twelvyy & Zack)
Playboi Carti,ALL RED
Lil Yachty,Dirty Mouth
Lil Yachty,Faizon
A$AP Mob,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)"
Mac Miller,Brand Name
Destroy Lonely,THRILL (with Ken Carson)
Ken Carson,i need u
Kanye West,Love Lockdown
Kanye West,Heard 'Em Say
Drake,Glow
Rauw Alejandro,Hayami Hana
Bad Bunny,Agosto
Manuel Turizo,La Bachata
Micro TDH,Volver
Bad Bunny,Un Coco
ROSALÍA,PROMESA
Rauw Alejandro,Desenfocao'
Rels B,Un Rodeoooo
J Balvin,LA CANCIÓN
Beyoncé,Halo
Rihanna,Don't Stop The Music
Anuel AA,Secreto
Lil Tecca,Down With Me
Young Thug,Check
Kanye West,Celebration
Charli xcx,Talk talk featuring troye sivan
NewJeans,Cool With You
Lil Uzi Vert,Crush Em
Cordae,Sinister (feat. Lil Wayne)
SZA,Kill Bill
Cash Cobain,problem
Sonder,Nobody But You
emil,Sight (Interlude)
Please Wait,Flight 99 - moirésun Remix
Syrup,"Beautiful, Pt. 1"
Iman Europe,masterpiece.
Travis Scott,way back
Gunna,one of wun
Rihanna,Sex With Me
Lil Tecca,TASTE
Mac Miller,Outside
Big Sean,Dance (A$$) Remix
Kanye West,Mercy
Lil Tecca,120
Lil Tecca,VOGUE
Lil Tecca,HOMEBODY
Lil Tecca,SELF2SELF
Lil Tecca,SEPARATE WAYS
Lil Tecca,TIME & A PLACE
Lil Tecca,4U
Lil Tecca,FLOWERS
Lil Tecca,COLD GIRLS
Lil Tecca,MAMA
Lil Tecca,D1
Don Toliver,GLOCK
Cash Cobain,turks (i apologize)
Kanye West,Saint Pablo
Gunna,neck on a yacht
LUCKI,BIGGAVEL
SZA,Pretty Little Birds (feat. Isaiah Rashad)
Cochise,WEAK
Kendrick Lamar,Auntie Diaries
Drake,Another Late Night (feat. Lil Yachty)
Trippie Redd,Back Of My Mind
"Tyler, The Creator",HEAVEN TO ME
Future,TEFLON DON
Future,SKI
Future,READY TO COOK UP
Future,PLUTOSKI
Future,TOO FAST
Future,OCEAN
LAZER DIM 700,Laced max
Austin Millz,Bad Behavior
KAYTRANADA,Feel A Way (feat. Don Toliver)
d4vd,Here With Me
Lake Street Dive,Good Kisser
Drake,Madiba Riddim
Brent Faiyaz,Poison
Rihanna,Consideration
Drake,Find Your Love
Paramore,Misery Business
Corinne Bailey Rae,Put Your Records On
Tove Lo,Habits (Stay High)
Paramore,Hard Times
The Kooks,Naive
Arctic Monkeys,Fluorescent Adolescent
Fitz and The Tantrums,Out of My League
Two Door Cinema Club,Undercover Martyn
Incubus,Drive
Paramore,Still into You
Ariana Grande,The Way
Sublime,What I Got
Fergie,Glamorous
Beyoncé,Party (feat. André 3000)
Jay Sean,Down
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz)
Sonny Fodera,Asking
La Roux,Bulletproof
Lupe Fiasco,The Show Goes On
Mac Miller,Knock Knock
Doja Cat,Kiss Me More (feat. SZA)
LUCKI,2019
"Tyler, The Creator",WHAT A DAY
Nao,Get to Know Ya - KAYTRANADA FLIP
Cochise,NASTY
Bryson Tiller,Run Me Dry
d4vd,Feel It - From The Original Series “Invincible”
Pi’erre Bourne,4U
Drake,Portland
Gunna,hakuna matata
PnB Rock,MIDDLE CHILD
Future,Unicorn Purp (feat. Young Thug & Gunna)
03 Greedo,Never Bend (feat. Lil Uzi Vert) - Remix
Luh Tyler,First Show
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver)
Internet Money,KEEP IT COOL
Offset,Ric Flair Drip (with Metro Boomin)
Brent Faiyaz,Talk 2 U
Sonder,Care
Bryson Tiller,Right My Wrongs
Avenoir,Shameless
COIN,Take It Or Leave It
Jordan Ward,One Too Many Times
Brent Faiyaz,Paper Soldier (feat. Joony)
Gunna,on one tonight
Nardo Wick,Wicked Witch
Remble,Gordon R Freestyle
Young Thug,Parade on Cleveland (feat. Drake)
¥$,DO IT
Playboi Carti,NO. 9
SahBabii,Purple Ape (feat. 4orever)
Future,712PM
Lil Uzi Vert,x2
LISA,Rockstar
SoFaygo,Off The Map
Joyce Wrice,Kaytra's Interlude (feat. KAYTRANADA)
KAYTRANADA,More Than A Little Bit (feat. Tinashe)
KAYTRANADA,Video (feat. Ravyn Lenae)
KAYTRANADA,Well I Bet Ya
Big Sean,Pressure (Intro)
Big Sean,Iconic
Big Sean,Typecast
Snakehips,Intro (if u down)
Snakehips,Bounce
Snakehips,The Remedy
Snakehips,Been A Minute...
KAYTRANADA,Look Easy (feat. Lucky Daye) - KAYTRA Extended Mix
KAYTRANADA,NOTHIN LIKE U (feat. Ty Dolla $ign)
KAYTRANADA,Do 2 Me (feat. Anderson .Paak & SiR)
Leon Thomas,MUTT
Laila!,Talent Show
Laila!,SINK 2 RISE
Laila!,Sani (Homework Freestyle)
Laila!,Like That!
Laila!,Blackberry (Date 4 Prom)
Laila!,Could Be
Laila!,if you’re listening (interlude)
Laila!,We’re So Over!
Laila!,IDONTNEEDUANYMORE
Laila!,Coupé DeVille
Denzel Curry,HIT THE FLOOR
Ski Mask The Slump God,DragonTooth
Ski Mask The Slump God,Monsters Inc. (feat. Future)
Ski Mask The Slump God,By Myself
Ski Mask The Slump God,Earwax
Ski Mask The Slump God,Full Moon
Ski Mask The Slump God,Part The Sea
Ski Mask The Slump God,WDYM
Ski Mask The Slump God,Tuk-Tuk
Ski Mask The Slump God,Wake Up! (feat. Juice WRLD)
Ski Mask The Slump God,Hulk
Ski Mask The Slump God,Headrush
Charli xcx,360 featuring robyn & yung lean
Charli xcx,Club classics featuring bb trickz
Charli xcx,Sympathy is a knife featuring ariana grande
Charli xcx,I might say something stupid featuring the 1975 & jon hopkins
Charli xcx,Von dutch a. g. cook remix featuring addison rae
Charli xcx,Apple featuring the japanese house
Charli xcx,So I featuring a. g. cook
Adi Oasis,Le Départ
The Weeknd,Timeless (with Playboi Carti)
Ravyn Lenae,One Wish (feat. Childish Gambino)
TruththeBull,HYPE ME UP
Drake,Fire & Desire
Jordan Ward,FORWARD
Drake,4422
Jordan Ward,CHERIMOYA - BONUS
Sérgio Mendes,Mas Que Nada
NovaX,Kid Cudi - Brazilian Funk
MultiPlabell,OLD SCHOOL
PXRKX,BUSINESS
Antdot,Corpo e Canção - Club Mix
DJ Vilão DS,Baile do Coqueiro 5
IShowSpeed,"Shake, Pt. 2 - Get Get Down Version"
IShowSpeed,Monkey (feat. MC Luana SP)
Vintage Culture,Tina
Wealstarcks,Gratidaoh
Alok,Summer's Back
The Martinez Brothers,Rizzla - Mochakk Remix
Carlos do Complexo,put it down
Luedji Luna,Banho de Folhas - Maz Remix
Douth!,Deixa Eu Botar
Mochakk,Wow
Juyè,Verão
Beltran,Tira A Roupa - Putaria Mix
Wealstarcks,VAI SER LIVRE
PXRKX,MARLBORO CLUB
Jaca Beats,Kika uma Vez
Slowboy,Flamingo
Confesser,Pike - Illusionize Remix
DJ Ze Pedro,Estrelar - Solar Mix
Poirier,Café Com Leite - Boogát Remix
Hanifah,só eu sei
Wealstarcks,Meu Baseadoo
PXRKX,BORN TO RACE
"Tyler, The Creator",STUNTMAN (feat. Vince Staples)
Childish Gambino,H3@RT$ W3RE M3@NT T0 F7¥
Childish Gambino,Lithonia
Childish Gambino,Steps Beach
Madalitso,4100 One Mic Cypher
Leon Thomas,HOW FAST
Leon Thomas,FEELINGS ON SILENT (feat. Wale)
Leon Thomas,ANSWER YOUR PHONE
Leon Thomas,FAR FETCHED (feat. Ty Dolla $ign)
Leon Thomas,SOONER OR LATER (feat. Axlfolie)
Leon Thomas,MUTT (feat. Freddie Gibbs) [Remix]
Madvillain,Bistro
Zelooperz,Easter Sunday
MF DOOM,Mean the Most - Edit
MF DOOM,ABSOLUTELY
MF DOOM,THAT'S THAT
MF DOOM,Coco Mango (FloFilz Remix)
Gorillaz,Dirty Harry
MF DOOM,Arrow Root
TisaKorean,lOvE LeTtEr (feat. Don Toliver)
Calvin Harris,Prayers Up (feat. Travis Scott & A-Trak)
Lucius,Until We Get There
"Tyler, The Creator",Noid
TV Girl,Talk to Strangers
TV Girl,Daughter of a Cop
TV Girl,Come When You Call
TV Girl,Anjela
TV Girl,Till You Tell Me to Leave
TV Girl,(Do The) Act Like You Never Met Me
TV Girl,Safeword
Big Boogie,BOP (feat. GloRilla)
TV Girl,For You
Joyce Wrice,Iced Tea
Jordan Ward,Sandiego
Gunna,HIM ALL ALONG
Aminé,Passenger Princess (feat. Smino)
Aminé,Adam
Fred again..,leavemealone
Maxo Kream,Mars
mystne,Rental
Cochise,HOOK MAN
Cochise,GOOGLE ME
Cochise,CUTTHROAT
Cochise,MIGHT JUMP
Cochise,WIT ME
Cochise,EWING
Cochise,FLORIDA BWOY
Cochise,TRACK 9
Cochise,TIMBER
Cochise,HANDSOME
Cochise,FACE IT
Cochise,4AM
Cochise,DA SAME
Cochise,MONTREAL
Cochise,KITCHEN
Wiz Khalifa,Hide It (feat. Don Toliver)
21 Savage,break da law
21 Savage,a&t
21 Savage,gun smoke
21 Savage,1.5
41,Closure (with Cash Cobain)
Travis Scott,3500 (feat. Future & 2 Chainz)
Travis Scott,Wasted (feat. Juicy J)
Travis Scott,Impossible
Travis Scott,the ends
Mac Miller,Doors
Drake,Fireworks
Drake,Karaoke
Drake,The Resistance
Drake,Fancy
Drake,Light Up
Drake,Miss Me
Drake,Look What You've Done
Hunxho,Confused (feat. Don Toliver)
The Alchemist,Nothing Is Freestyle
Kendrick Lamar,untitled 08 | 09.06.2014.
"Tyler, The Creator",St. Chroma
"Tyler, The Creator","Darling, I"
"Tyler, The Creator",I Killed You
"Tyler, The Creator",Judge Judy
"Tyler, The Creator",Sticky
"Tyler, The Creator",Take Your Mask Off
"Tyler, The Creator",Tomorrow
"Tyler, The Creator",Thought I Was Dead
"Tyler, The Creator",Like Him
"Tyler, The Creator",Balloon
"Tyler, The Creator",I Hope You Find Your Way Home
"Tyler, The Creator",St. Chroma (feat. Daniel Caesar)
"Tyler, The Creator","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)"
"Tyler, The Creator",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams)
"Tyler, The Creator",Balloon (feat. Doechii)
Freeway,What We Do
GloRilla,INTRO
GloRilla,HOLLON
Lil Uzi Vert,Meteor Man
Lil Uzi Vert,Paars In The Mars
Lil Uzi Vert,The Rush (feat. Big Time Rush)
Lil Uzi Vert,Not An Option
Lil Uzi Vert,She Stank
Lil Uzi Vert,Mr Chow
Lil Uzi Vert,Chips and Dip
Lil Uzi Vert,Black Hole
Lil Uzi Vert,Chill Bae
Lil Uzi Vert,Goddard Song
Lil Uzi Vert,PerkySex
Lil Uzi Vert,Conceited
Future,SOUTH OF FRANCE - REMIX
Drake,Intro
Westside Gunn,Waly Fay
Westside Gunn,Justin Roberts
Westside Gunn,Beef Bar
Westside Gunn,Max Caster
Westside Gunn,Dr. Britt Baker
Westside Gunn,I Know Verdy
Westside Gunn,Speedy 40
Westside Gunn,Duran Duran
Westside Gunn,Runway Pieces At The Last Supper
Westside Gunn,Bike Air Interlude
Westside Gunn,Free Shots
Westside Gunn,Still Praying
Westside Gunn,Underground King
Huncho Jack,Huncho Jack
Huncho Jack,Go
Mac Miller,Stay
Mac Miller,Skin
Mac Miller,Cinderella (feat. Ty Dolla $ign)
Mac Miller,Planet God Damn (feat. Njomza)
Mac Miller,Soulmate
Mac Miller,We (feat. CeeLo Green)
Mac Miller,My Favorite Part
Mac Miller,Hurt Feelings
Cult Member,U Weren't Here I Really Miss You
Baby Jane,Cemetery Date
Snow Strippers,Again
Snow Strippers,Now It's Not The Same
Snoop Dogg,Beautiful
The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster
Mase,Feel so Good
Snoop Dogg,Signs
Justin Timberlake,Rock Your Body
Paul Hardcastle,Rain Forest
Snoop Dogg,Gorgeous (feat. Jhené Aiko)
iann dior,molly (feat. Bernard Jabs)
Aminé,DR. WHOEVER
Loe Shimmy,For Me (with Brent Faiyaz)
Cordae,Syrup Sandwiches (feat. Joey Bada$$)
BabyTron,1 of Them Ones
BabyTron,Yew!
BabyTron,Nightmare On Yo Street
BabyTron,Hawk Tuah
BabyTron,HELLRAISER
BabyTron,Neymar
BabyTron,TRX
BabyTron,Tronald Trump
BabyTron,Is You Serious?! (feat. Project Money)
BabyTron,Haunted House
BabyTron,3 OT
BabyTron,Lost in the Sauce
BabyTron,HeadBop
BabyTron,DPOY
BabyTron,Me & My Bitch
BabyTron,Funnybutt
A$AP Ferg,"Light Work (feat. Bloody Osiris, DD Osama, Soul II Soul & The Alumni Ensemble of Harlem)"
A$AP Ferg,Thought I Was Dead
A$AP Ferg,Alive :( (feat. Dapper Dan)
A$AP Ferg,Allure (feat. Future & Mike WiLL Made-It)
A$AP Ferg,Messy
A$AP Ferg,French Tips (feat. Coco Jones)
A$AP Ferg,Dead Homies (feat. BLKPRL & Elmiene)
A$AP Ferg,Casting Spells (feat. Mary J. Blige)
A$AP Ferg,Pool (feat. Elmiene)
A$AP Ferg,Chosen (feat. Mary J. Blige & Shay Rock)
A$AP Ferg,DAROLD
Loe Shimmy,For Me
Geordie Greep,Blues
Cash Cobain,cantsleep/drunkinluv
Cash Cobain,slizzy poetry (interlude)
velours,under your spell - slowed
velours,under your spell - super slowed
TV Girl,Loving Machine
Denzel Curry,HIT THE FLOOR (with Ski Mask The Slump God)
Daniel Caesar,Japanese Denim
J. Cole,Love Yourz
Snoh Aalegra,Whoa
Young Nudy,Come To My World
Cordae,Intro
Cordae,Nothings Promised
Cordae,Pray (feat. Ty Dolla $ign)
Cordae,Saturday Mornings (feat. Lil Wayne)
Cordae,Shai Afeni
Cordae,What Really Matters
Cordae,Now You Know
Young Nudy,Get Fu*ked Up
Young Nudy,Money
Young Nudy,I'm Big Dawg
Young Nudy,Breakdown
